d	r	c	M	maxR_num	maxR_den	argk	hstar	lam	mu	nu	src
6		47	660	281	425	1	1,40,243,297,76,3,0	7,5,3,1	8,6,4,1	11,9,6,5,4	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		48	540	163	263	1	1,41,222,230,45,1,0	7,5,3,1	8,6,4,1	13,10,6,4,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		55	990	801	1106	1	1,48,333,467,135,6,0	7,5,3,1	8,6,4,1	11,9,8,4,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		56	1016	118	161	1	1,49,344,478,138,6,0	7,5,3,1	8,6,4,1	11,10,8,4,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		63	1190	969	1282	1	1,56,405,563,159,6,0	7,5,3,1	8,6,4,1	12,9,6,5,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		69	1496	1183	1507	1	1,62,480,720,223,10,0	7,5,3,1	8,6,4,1	12,9,7,4,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		70	1528	303	383	1	1,63,493,735,226,10,0	7,5,3,1	8,6,4,1	12,10,7,4,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		28	234	211	454	1	1,21,95,95,21,1,0	7,5,3,1	8,6,4,1	11,10,9,3,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		36	352	319	585	1	1,29,144,146,31,1,0	7,5,3,1	8,6,4,1	10,9,8,6,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		40	430	385	663	1	1,33,174,184,37,1,0	7,5,3,1	8,6,4,1	13,8,7,4,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		40	412	373	652	1	1,33,169,173,35,1,0	7,5,3,1	8,6,4,1	12,11,6,4,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		41	432	391	671	1	1,34,177,182,37,1,0	7,5,3,1	8,6,4,1	13,8,6,5,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		46	664	565	843	1	1,39,244,300,77,3,0	7,5,3,1	8,6,4,1	12,10,8,3,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		50	784	73	105	1	1,43,282,362,93,3,0	7,5,3,1	8,6,4,1	11,10,6,5,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		54	840	710	1009	1	1,47,307,386,96,3,0	7,5,3,1	8,6,4,1	12,10,6,4,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		54	840	711	1009	1	1,47,308,386,95,3,0	7,5,3,1	8,6,4,1	12,10,6,5,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		58	914	771	1084	1	1,51,333,421,105,3,0	7,5,3,1	8,6,4,1	13,9,7,4,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		58	1066	288	391	1	1,51,360,504,144,6,0	7,5,3,1	8,6,4,1	11,10,7,4,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		60	1116	227	304	1	1,53,379,527,150,6,0	7,5,3,1	8,6,4,1	12,9,8,4,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		61	1136	923	1236	1	1,54,385,537,153,6,0	7,5,3,1	8,6,4,1	11,9,8,5,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		40	404	367	647	1	1,33,166,168,35,1,0	7,5,3,1	8,6,4,1	12,8,6,5,4	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		46	656	553	841	1	1,39,238,298,77,3,0	7,5,3,1	8,6,4,1	10,9,7,6,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		46	680	573	853	1	1,39,246,310,81,3,0	7,5,3,1	8,6,4,1	10,9,8,5,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		49	682	194	293	1	1,42,252,306,78,3,0	7,5,3,1	8,6,4,1	11,8,7,6,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		62	1190	964	1275	1	1,55,402,566,160,6,0	7,5,3,1	8,6,4,1	11,10,7,5,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		78	2124	1609	1939	1	1,71,618,1040,373,21,0	7,5,3,1	8,6,4,1	11,9,7,5,3	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		35	328	99	188	1	1,28,134,135,29,1,0	7,5,3,1	8,6,4,1	10,8,7,6,4	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		44	632	531	811	1	1,37,228,288,75,3,0	7,5,3,1	8,6,4,1	10,9,7,5,4	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		54	854	715	1018	1	1,47,307,395,101,3,0	7,5,3,1	8,6,4,1	11,9,7,6,2	runs\wave4_reeve-weight-ladder-r5\arm2_3.jsonl
6		76	904	833	1221	1	1,69,382,382,69,1,0	14,11,8,5,3	16,12,9,6,3	24,23,20,11,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		112	2012	1737	2141	1	1,105,772,938,193,3,0	14,11,8,5,3	16,12,9,6,3	28,21,17,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		114	2102	1799	2210	1	1,107,795,987,209,3,0	14,11,8,5,3	16,12,9,6,3	27,23,15,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		120	2432	2033	2449	1	1,113,882,1162,269,5,0	14,11,8,5,3	16,12,9,6,3	28,20,17,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		157	3632	2977	3430	1	1,150,1269,1763,439,10,0	14,11,8,5,3	16,12,9,6,3	26,23,17,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		180	5294	4114	4571	1	1,173,1666,2650,782,22,0	14,11,8,5,3	16,12,9,6,3	25,23,17,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		190	5818	4485	4952	1	1,183,1791,2905,903,35,0	14,11,8,5,3	16,12,9,6,3	27,22,17,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		192	5828	4501	4972	1	1,185,1799,2905,903,35,0	14,11,8,5,3	16,12,9,6,3	26,23,17,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		57	428	462	793	1	1,50,231,146,0,0,0	14,11,8,5,3	16,12,9,6,3	29,21,15,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		59	400	37	66	1	1,52,222,125,0,0,0	14,11,8,5,3	16,12,9,6,3	28,21,17,14,7	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		73	700	362	539	1	1,66,362,271,0,0,0	14,11,8,5,3	16,12,9,6,3	29,20,15,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		76	728	29	43	1	1,69,377,281,0,0,0	14,11,8,5,3	16,12,9,6,3	29,20,16,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		83	1304	565	753	1	1,76,499,593,132,3,0	14,11,8,5,3	16,12,9,6,3	25,24,17,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		91	936	966	1355	1	1,84,483,368,0,0,0	14,11,8,5,3	16,12,9,6,3	26,21,19,14,7	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		104	1136	1164	1573	1	1,97,582,456,0,0,0	14,11,8,5,3	16,12,9,6,3	26,22,18,14,7	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		146	3944	3103	3524	1	1,139,1268,1951,567,18,0	14,11,8,5,3	16,12,9,6,3	26,21,19,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		168	4756	76	85	1	1,161,1516,2364,692,22,0	14,11,8,5,3	16,12,9,6,3	26,22,18,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		191	6792	5073	5521	1	1,184,1951,3436,1171,49,0	14,11,8,5,3	16,12,9,6,3	26,23,15,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		95	1674	205	259	1	1,88,633,780,169,3,0	14,11,8,5,3	16,12,9,6,3	26,24,15,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		118	3046	1201	1393	1	1,111,983,1501,436,14,0	14,11,8,5,3	16,12,9,6,3	25,24,15,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		124	3138	1244	1443	1	1,117,1023,1541,442,14,0	14,11,8,5,3	16,12,9,6,3	25,24,16,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		139	3746	2948	3357	1	1,132,1211,1862,526,14,0	14,11,8,5,3	16,12,9,6,3	28,21,15,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		145	3866	3056	3473	1	1,138,1261,1918,534,14,0	14,11,8,5,3	16,12,9,6,3	28,21,16,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		197	5892	328	361	1	1,190,1876,2963,840,22,0	14,11,8,5,3	16,12,9,6,3	26,22,18,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		71	1126	964	1309	1	1,64,422,516,120,3,0	14,11,8,5,3	16,12,9,6,3	25,24,14,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		84	1378	1183	1557	1	1,77,520,634,143,3,0	14,11,8,5,3	16,12,9,6,3	28,21,14,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		126	2566	215	257	1	1,119,931,1221,288,6,0	14,11,8,5,3	16,12,9,6,3	25,21,20,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		129	3280	2605	3007	1	1,122,1074,1612,457,14,0	14,11,8,5,3	16,12,9,6,3	25,24,16,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		151	4044	3202	3623	1	1,144,1325,2008,552,14,0	14,11,8,5,3	16,12,9,6,3	28,21,16,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		90	1698	1416	1787	1	1,83,606,798,204,6,0	14,11,8,5,3	16,12,9,6,3	25,24,15,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		106	2084	871	1067	1	1,99,749,985,244,6,0	14,11,8,5,3	16,12,9,6,3	28,21,15,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		118	2602	2123	2528	1	1,111,894,1251,335,10,0	14,11,8,5,3	16,12,9,6,3	25,24,17,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		136	3394	59	68	1	1,129,1129,1667,456,12,0	14,11,8,5,3	16,12,9,6,3	28,20,16,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		137	3216	871	1011	1	1,130,1104,1566,405,10,0	14,11,8,5,3	16,12,9,6,3	28,21,17,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		146	3782	2992	3429	1	1,139,1221,1850,550,21,0	14,11,8,5,3	16,12,9,6,3	26,23,15,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		152	4144	3257	3685	1	1,145,1326,2046,605,21,0	14,11,8,5,3	16,12,9,6,3	25,21,20,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		165	4292	686	775	1	1,158,1431,2120,568,14,0	14,11,8,5,3	16,12,9,6,3	25,23,18,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		194	6864	5127	5584	1	1,187,1963,3457,1201,55,0	14,11,8,5,3	16,12,9,6,3	24,21,20,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		46	492	447	746	1	1,39,203,207,41,1,0	14,11,8,5,3	16,12,9,6,3	23,22,21,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		54	600	547	872	1	1,47,249,253,49,1,0	14,11,8,5,3	16,12,9,6,3	23,22,21,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		57	666	607	933	1	1,50,277,284,53,1,0	14,11,8,5,3	16,12,9,6,3	24,22,21,11,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		66	984	849	1187	1	1,59,372,444,105,3,0	14,11,8,5,3	16,12,9,6,3	23,22,21,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		107	2018	1699	2105	1	1,100,734,946,231,6,0	14,11,8,5,3	16,12,9,6,3	24,23,19,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		115	2504	2038	2449	1	1,108,855,1202,328,10,0	14,11,8,5,3	16,12,9,6,3	26,23,14,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		126	2502	2110	2531	1	1,119,916,1182,278,6,0	14,11,8,5,3	16,12,9,6,3	24,23,19,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		149	4486	1717	1929	1	1,142,1349,2225,736,33,0	14,11,8,5,3	16,12,9,6,3	23,22,20,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		153	4030	3188	3627	1	1,146,1304,1978,580,21,0	14,11,8,5,3	16,12,9,6,3	24,23,19,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		155	4844	3685	4113	1	1,148,1441,2416,803,35,0	14,11,8,5,3	16,12,9,6,3	24,22,20,12,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		156	3868	3116	3559	1	1,149,1308,1898,500,12,0	14,11,8,5,3	16,12,9,6,3	24,23,18,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		157	4522	3521	3944	1	1,150,1425,2253,671,22,0	14,11,8,5,3	16,12,9,6,3	25,22,19,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		185	5596	2171	2394	1	1,178,1764,2817,814,22,0	14,11,8,5,3	16,12,9,6,3	25,22,19,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		106	2074	1736	2129	1	1,99,748,980,240,6,0	14,11,8,5,3	16,12,9,6,3	25,21,20,11,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		107	2086	134	165	1	1,100,749,986,244,6,0	14,11,8,5,3	16,12,9,6,3	23,22,20,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		123	2962	795	926	1	1,116,1002,1453,381,9,0	14,11,8,5,3	16,12,9,6,3	23,22,18,16,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		128	2988	2415	2831	1	1,121,1013,1454,389,10,0	14,11,8,5,3	16,12,9,6,3	24,22,20,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		132	3084	2501	2919	1	1,125,1056,1504,389,9,0	14,11,8,5,3	16,12,9,6,3	24,23,17,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		136	4178	3175	3579	1	1,129,1236,2076,703,33,0	14,11,8,5,3	16,12,9,6,3	23,22,20,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		140	3564	2846	3259	1	1,133,1186,1758,474,12,0	14,11,8,5,3	16,12,9,6,3	23,22,19,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		140	3202	2611	3050	1	1,133,1107,1555,397,9,0	14,11,8,5,3	16,12,9,6,3	24,21,20,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		172	6158	1525	1668	1	1,165,1737,3101,1101,53,0	14,11,8,5,3	16,12,9,6,3	23,22,19,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		176	6378	4731	5161	1	1,169,1792,3214,1147,55,0	14,11,8,5,3	16,12,9,6,3	24,21,20,12,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		192	6710	2509	2740	1	1,185,1923,3375,1172,54,0	14,11,8,5,3	16,12,9,6,3	24,23,17,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		195	6496	4936	5383	1	1,188,1954,3294,1028,31,0	14,11,8,5,3	16,12,9,6,3	24,22,19,14,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		93	1788	1484	1863	1	1,86,633,844,218,6,0	14,11,8,5,3	16,12,9,6,3	23,20,19,17,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		102	2142	1760	2139	1	1,95,750,1030,260,6,0	14,11,8,5,3	16,12,9,6,3	23,21,18,17,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		114	2262	630	767	1	1,107,814,1072,262,6,0	14,11,8,5,3	16,12,9,6,3	23,21,20,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		130	3758	1444	1645	1	1,123,1141,1861,606,26,0	14,11,8,5,3	16,12,9,6,3	23,21,20,12,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		138	3510	2802	3211	1	1,131,1166,1730,470,12,0	14,11,8,5,3	16,12,9,6,3	24,22,17,16,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		142	3958	1029	1166	1	1,135,1243,1955,601,23,0	14,11,8,5,3	16,12,9,6,3	22,21,20,14,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		150	4384	3391	3809	1	1,143,1358,2182,675,25,0	14,11,8,5,3	16,12,9,6,3	24,23,16,15,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		162	5234	3971	4394	1	1,155,1555,2627,861,35,0	14,11,8,5,3	16,12,9,6,3	23,22,17,16,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		179	6020	4528	4979	1	1,172,1745,3016,1038,48,0	14,11,8,5,3	16,12,9,6,3	23,21,20,14,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		42	432	23	40	1	1,35,177,181,37,1,0	14,11,8,5,3	16,12,9,6,3	22,20,19,18,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		66	770	101	152	1	1,59,323,325,61,1,0	14,11,8,5,3	16,12,9,6,3	22,21,20,16,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		72	1200	1019	1359	1	1,65,444,556,131,3,0	14,11,8,5,3	16,12,9,6,3	22,21,19,17,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		81	1404	1175	1548	1	1,74,501,649,173,6,0	14,11,8,5,3	16,12,9,6,3	21,20,19,17,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		108	2772	2158	2549	1	1,101,859,1350,440,21,0	14,11,8,5,3	16,12,9,6,3	22,20,19,17,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		108	2682	2117	2496	1	1,101,861,1309,395,15,0	14,11,8,5,3	16,12,9,6,3	22,21,18,17,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		114	2434	1996	2399	1	1,107,842,1162,312,10,0	14,11,8,5,3	16,12,9,6,3	22,21,20,15,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		122	3272	2557	2946	1	1,115,1031,1611,495,19,0	14,11,8,5,3	16,12,9,6,3	22,21,20,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		134	3516	2769	3181	1	1,127,1126,1726,517,19,0	14,11,8,5,3	16,12,9,6,3	23,19,18,17,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		146	3820	3029	3452	1	1,139,1249,1885,531,15,0	14,11,8,5,3	16,12,9,6,3	24,20,19,16,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		150	4952	931	1034	1	1,143,1436,2481,852,39,0	14,11,8,5,3	16,12,9,6,3	22,21,19,16,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		153	4998	3761	4185	1	1,146,1446,2494,869,42,0	14,11,8,5,3	16,12,9,6,3	23,20,18,17,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		189	6586	4952	5389	1	1,182,1938,3356,1076,33,0	14,11,8,5,3	16,12,9,6,3	24,21,18,16,8	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		38	354	321	604	1	1,31,145,145,31,1,0	14,11,8,5,3	16,12,9,6,3	21,20,19,18,9	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		82	1502	1261	1610	1	1,75,543,703,175,5,0	14,11,8,5,3	16,12,9,6,3	21,20,19,14,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		97	1872	1551	1945	1	1,90,662,886,227,6,0	14,11,8,5,3	16,12,9,6,3	21,20,18,17,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		116	2580	21	25	1	1,109,883,1243,334,10,0	14,11,8,5,3	16,12,9,6,3	22,19,18,17,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		120	2906	2321	2718	1	1,113,955,1411,411,15,0	14,11,8,5,3	16,12,9,6,3	21,20,19,16,11	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		125	3248	2565	2956	1	1,118,1049,1597,467,16,0	14,11,8,5,3	16,12,9,6,3	21,20,19,15,12	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		147	4800	3605	4023	1	1,140,1380,2392,845,42,0	14,11,8,5,3	16,12,9,6,3	22,20,18,17,10	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		153	5316	1983	2185	1	1,146,1517,2677,932,43,0	14,11,8,5,3	16,12,9,6,3	22,21,19,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		32	120	67	212	1	1,25,67,27,0,0,0	14,11,8,5,3	16,12,9,6,3	20,19,18,17,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		74	942	123	175	1	1,67,394,406,73,1,0	14,11,8,5,3	16,12,9,6,3	21,19,18,17,12	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		87	1776	1449	1811	1	1,80,612,852,225,6,0	14,11,8,5,3	16,12,9,6,3	21,20,17,15,14	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		114	2856	2253	2645	1	1,107,918,1398,417,15,0	14,11,8,5,3	16,12,9,6,3	21,20,17,16,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		132	4104	1560	1753	1	1,125,1227,2061,666,24,0	14,11,8,5,3	16,12,9,6,3	21,20,18,15,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		143	4464	849	950	1	1,136,1335,2239,726,27,0	14,11,8,5,3	16,12,9,6,3	21,20,18,16,12	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		174	6870	2506	2715	1	1,167,1857,3481,1298,66,0	14,11,8,5,3	16,12,9,6,3	22,19,18,15,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		181	6954	5109	5533	1	1,174,1916,3526,1277,60,0	14,11,8,5,3	16,12,9,6,3	22,19,18,16,12	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		36	216	117	253	1	1,29,117,69,0,0,0	14,11,8,5,3	16,12,9,6,3	20,19,18,16,14	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		72	1212	1031	1365	1	1,65,450,562,131,3,0	14,11,8,5,3	16,12,9,6,3	21,19,18,15,14	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		78	1452	599	775	1	1,71,505,681,188,6,0	14,11,8,5,3	16,12,9,6,3	21,19,17,16,14	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		99	2124	868	1053	1	1,92,738,1027,260,6,0	14,11,8,5,3	16,12,9,6,3	21,19,18,16,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		129	3972	2999	3405	1	1,122,1152,1966,695,36,0	14,11,8,5,3	16,12,9,6,3	22,19,17,15,14	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		162	5844	2161	2370	1	1,155,1617,2923,1088,60,0	14,11,8,5,3	16,12,9,6,3	22,19,17,16,13	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		78	1488	605	787	1	1,71,501,697,208,10,0	14,11,8,5,3	16,12,9,6,3	22,18,17,16,14	runs\wave4_reeve-weight-ladder-r5\arm2_4.jsonl
6		26	20	0	1	1	1,19,0,0,0,0,0	20,16,11,7,3	19,15,10,6,3	35,31,24,13,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		38	104	61	234	1	1,31,61,11,0,0,0	20,16,11,7,3	19,15,10,6,3	38,28,21,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		49	256	283	637	1	1,42,140,70,3,0,0	20,16,11,7,3	19,15,10,6,3	37,29,23,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		60	376	415	789	1	1,53,205,112,5,0,0	20,16,11,7,3	19,15,10,6,3	37,31,18,13,11	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		67	440	243	440	1	1,60,240,133,6,0,0	20,16,11,7,3	19,15,10,6,3	37,31,19,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		77	512	81	143	1	1,70,280,154,7,0,0	20,16,11,7,3	19,15,10,6,3	35,31,23,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		78	560	103	172	1	1,71,305,175,8,0,0	20,16,11,7,3	19,15,10,6,3	34,31,24,13,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		92	744	403	626	1	1,85,403,255,0,0,0	20,16,11,7,3	19,15,10,6,3	38,28,21,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		105	848	926	1413	1	1,98,463,286,0,0,0	20,16,11,7,3	19,15,10,6,3	35,31,21,16,7	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		108	1444	121	162	1	1,101,613,623,105,1,0	20,16,11,7,3	19,15,10,6,3	36,31,18,13,12	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		122	2048	1789	2241	1	1,115,798,938,193,3,0	20,16,11,7,3	19,15,10,6,3	37,29,21,15,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		148	2596	2269	2760	1	1,141,1015,1197,239,3,0	20,16,11,7,3	19,15,10,6,3	36,30,22,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		156	2874	2509	2980	1	1,149,1125,1337,259,3,0	20,16,11,7,3	19,15,10,6,3	36,31,19,15,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		160	2888	2529	3020	1	1,153,1135,1337,259,3,0	20,16,11,7,3	19,15,10,6,3	33,31,24,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		162	3180	545	641	1	1,155,1204,1498,317,5,0	20,16,11,7,3	19,15,10,6,3	37,28,21,16,8	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		164	2902	2549	3060	1	1,157,1145,1337,259,3,0	20,16,11,7,3	19,15,10,6,3	36,29,23,13,9	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
6		167	3672	3037	3530	1	1,160,1299,1763,439,10,0	20,16,11,7,3	19,15,10,6,3	37,29,21,13,10	runs\wave4_reeve-weight-ladder-r5\arm2_5.jsonl
