d	r	c	M	minR_num	minR_den	argk	hstar
9	6	20	78	8920	64041	2	1,10,40,27,0,0,0,0,0,0
5	6	56	344	579	937	1	1,50,189,100,4,0
6	5	320	11948	8963	9508	1	1,313,3483,6077,1997,77,0
3	5	16	21	8	35	1	1,12,8,0
4	5	13	18	4	25	1	1,8,8,1,0
5	5	78	623	1020	1421	1	1,72,325,210,15,0
5	6	27	60	33	133	1	1,21,33,5,0,0
6	5	215	7376	5577	6044	1	1,208,2178,3719,1221,49,0
7	6	14	7	0	1	1	1,6,0,0,0,0,0,0
6	5	148	3830	435	496	1	1,141,1257,1885,531,15,0
5	6	16	35	54	269	1	1,10,18,6,0,0
5	5	10	10	3	37	1	1,4,5,0,0,0
5	5	36	118	70	177	1	1,30,70,17,0,0
5	5	63	416	230	359	1	1,57,222,128,8,0
6	5	398	18922	13571	14137	1	1,391,4932,9702,3707,189,0
7	6	156	5824	6261	7283	1	1,148,1524,2900,1181,70,0,0
3	5	16	18	1	7	1	1,12,5,0
5	6	12	14	21	209	1	1,6,7,0,0,0
6	5	110	2180	1822	2223	1	1,103,786,1034,250,6,0
4	5	28	53	29	94	1	1,23,29,0,0
5	5	44	201	348	685	1	1,38,116,46,0,0
6	5	135	2952	485	573	1	1,128,1030,1418,365,10,0
6	5	26	86	96	355	1	1,19,48,18,0,0,0
7	6	18	33	36	341	1	1,10,18,4,0,0,0,0
6	5	66	488	536	897	1	1,59,268,160,0,0,0
6	5	116	2028	587	727	1	1,109,784,938,193,3,0
9	6	12	3	0	1	1	1,2,0,0,0,0,0,0,0,0
5	6	13	20	27	227	1	1,7,9,3,0,0
7	6	113	3123	10775	13593	1	1,105,911,1521,555,30,0,0
8	6	115	5350	10563	13259	1	1,106,1122,2519,1432,170,0,0,0
5	5	63	371	642	1019	1	1,57,214,99,0,0
6	5	292	11760	1728	1835	1	1,285,3239,5968,2162,105,0
6	5	101	1778	1531	1919	1	1,94,677,826,177,3,0
6	6	15	19	3	38	1	1,8,9,1,0,0,0
3	5	16	22	9	35	1	1,12,9,0
7	6	17	62	309	1705	1	1,9,30,19,3,0,0,0
7	7	17	47	270	1669	1	1,9,27,10,0,0,0,0
6	6	15	22	22	229	1	1,8,11,2,0,0,0
3	6	14	18	7	31	1	1,10,7,0
6	5	173	4640	3677	4136	1	1,166,1512,2287,653,21,0
5	5	54	280	483	853	1	1,48,161,70,0,0
4	5	19	29	14	67	1	1,14,14,0,0
5	6	86	597	1023	1447	1	1,80,341,175,0,0
5	5	69	564	921	1279	1	1,63,297,193,10,0
5	5	27	81	138	415	1	1,21,46,13,0,0
6	5	120	2186	1871	2304	1	1,113,821,1017,229,5,0
6	5	22	78	88	315	1	1,15,44,18,0,0,0
7	6	23	86	429	2089	1	1,15,42,25,3,0,0,0
5	5	47	217	125	243	1	1,41,125,50,0,0
6	5	200	6348	4859	5335	1	1,193,1928,3188,1003,35,0
7	6	15	31	153	1537	1	1,7,15,7,1,0,0,0
5	6	17	23	33	269	1	1,11,11,0,0,0
6	5	75	720	742	1107	1	1,68,371,280,0,0,0
5	5	70	458	262	389	1	1,64,262,131,0,0
6	5	26	106	59	182	1	1,19,59,27,0,0,0
3	5	8	7	2	19	1	1,4,2,0
6	6	15	32	16	117	1	1,8,16,7,0,0,0
5	6	69	415	717	1117	1	1,63,239,112,0,0
6	6	128	2215	1952	2385	1	1,121,887,1028,178,0,0
5	5	21	59	99	337	1	1,15,33,10,0,0
6	5	74	540	592	993	1	1,67,296,176,0,0,0
6	5	226	7860	5939	6411	1	1,219,2324,3976,1291,49,0
5	5	47	271	459	781	1	1,41,150,76,3,0
6	5	60	676	69	107	1	1,53,284,284,53,1,0
3	5	20	30	13	43	1	1,16,13,0
8	6	47	1764	3287	5212	1	1,38,333,775,523,92,2,0,0
6	6	20	54	60	287	1	1,13,30,10,0,0,0
6	5	64	432	14	25	1	1,57,235,133,6,0,0
8	6	111	11446	17063	19559	1	1,102,1413,4577,4217,1080,56,0,0
6	5	238	7972	607	657	1	1,231,2394,4015,1282,49,0
6	5	139	3224	2625	3053	1	1,132,1110,1566,405,10,0
3	5	24	38	1	3	1	1,20,17,0
6	5	119	1268	1314	1765	1	1,112,657,498,0,0,0
5	6	17	29	15	91	1	1,11,15,2,0,0
6	5	31	134	146	423	1	1,24,73,36,0,0,0
3	6	14	17	6	31	1	1,10,6,0
5	5	22	45	72	337	1	1,16,24,4,0,0
6	5	62	686	37	58	1	1,55,287,287,55,1,0
6	5	161	3648	3001	3470	1	1,154,1281,1763,439,10,0
6	5	108	1156	1196	1613	1	1,101,598,456,0,0,0
7	6	15	8	0	1	1	1,7,0,0,0,0,0,0
6	5	20	134	119	332	1	1,13,53,53,13,1,0
6	6	12	15	18	197	1	1,5,9,0,0,0,0
6	6	29	141	149	409	1	1,22,73,42,3,0,0
6	5	294	12986	3122	3299	1	1,287,3416,6616,2534,132,0
8	6	48	550	1139	2531	1	1,39,218,243,49,0,0,0,0
5	5	173	2497	291	329	1	1,167,1128,1068,133,0
9	6	57	1569	340	617	1	1,47,385,732,365,39,0,0,0,0
6	6	29	112	42	131	1	1,22,63,26,0,0,0
7	7	10	3	0	1	1	1,2,0,0,0,0,0,0
5	5	37	151	267	569	1	1,31,89,30,0,0
6	5	26	104	111	365	1	1,19,55,28,1,0,0
5	5	49	204	122	243	1	1,43,122,38,0,0
5	5	25	58	33	125	1	1,19,33,5,0,0
4	6	10	9	3	40	1	1,5,3,0,0
6	6	9	4	2	167	1	1,2,1,0,0,0,0
7	6	16	31	36	317	1	1,8,18,4,0,0,0,0
5	5	115	1351	2094	2531	1	1,109,638,543,60,0
6	5	242	10834	7768	8249	1	1,235,2796,5500,2176,126,0
5	5	86	563	975	1411	1	1,80,325,157,0,0
6	5	76	1176	1021	1376	1	1,69,451,533,119,3,0
3	5	28	57	10	21	1	1,24,30,2
6	5	271	10130	7580	8079	1	1,264,2956,5190,1668,51,0
7	6	18	67	319	1777	1	1,10,31,22,3,0,0,0
6	5	96	1800	1502	1893	1	1,89,642,844,218,6,0
5	5	87	802	427	565	1	1,81,401,293,26,0
6	6	84	1340	1161	1534	1	1,77,513,611,135,3,0
6	5	439	26730	836	861	1	1,432,6188,13711,6016,382,0
7	6	16	43	71	539	1	1,8,21,12,1,0,0,0
5	5	64	480	783	1153	1	1,58,249,160,12,0
7	6	13	14	80	1389	1	1,5,8,0,0,0,0,0
7	6	28	187	283	859	1	1,20,81,72,13,0,0,0
6	5	135	2922	1203	1423	1	1,128,1022,1399,362,10,0
6	6	122	2844	2297	2702	1	1,115,965,1387,367,9,0
8	6	23	134	897	4013	1	1,14,58,52,9,0,0,0,0
4	5	19	31	16	67	1	1,14,16,0,0
6	5	240	9950	7248	7723	1	1,233,2682,5054,1884,96,0
5	5	27	58	108	389	1	1,21,36,0,0,0
6	5	225	8366	6238	6701	1	1,218,2422,4288,1394,43,0
6	5	39	184	101	258	1	1,32,100,49,2,0,0
6	5	362	21802	7495	7748	1	1,355,5017,11147,4956,326,0
3	5	13	16	6	29	1	1,9,6,0
5	5	143	1789	40	47	1	1,137,837,731,83,0
5	5	153	1767	2775	3289	1	1,147,855,694,70,0
6	5	78	660	353	546	1	1,71,353,235,0,0,0
5	5	90	792	1281	1705	1	1,84,406,280,21,0
6	5	128	2588	2181	2599	1	1,121,952,1232,277,5,0
5	5	20	31	48	305	1	1,14,16,0,0,0
5	5	88	735	401	541	1	1,82,383,251,18,0
6	6	13	14	14	207	1	1,6,7,0,0,0,0
6	5	35	314	283	557	1	1,28,127,128,29,1,0
5	5	19	45	72	307	1	1,13,24,7,0,0
6	5	103	1110	1138	1551	1	1,96,569,444,0,0,0
6	5	28	92	104	375	1	1,21,52,18,0,0,0
6	5	41	224	31	69	1	1,34,124,65,0,0,0
5	5	25	75	126	391	1	1,19,42,13,0,0
5	5	43	188	324	665	1	1,37,108,42,0,0
6	5	32	142	160	433	1	1,25,80,36,0,0,0
7	6	37	398	1583	3525	1	1,29,143,171,51,3,0,0
6	5	220	7388	1873	2031	1	1,213,2226,3746,1167,35,0
5	5	14	26	39	241	1	1,8,13,4,0,0
5	5	44	119	240	593	1	1,38,80,0,0,0
5	5	104	1088	573	715	1	1,98,533,416,40,0
4	5	15	19	8	55	1	1,10,8,0,0
6	6	19	32	16	135	1	1,12,16,3,0,0,0
4	5	41	138	41	76	1	1,36,82,19,0
6	5	191	5774	748	823	1	1,184,1828,2907,832,22,0
9	6	36	209	530	2167	1	1,26,106,76,0,0,0,0,0,0
7	6	111	3333	3735	4651	1	1,103,933,1636,625,35,0,0
6	5	586	43730	29281	29859	1	1,579,9229,22292,10813,815,1
7	6	15	34	173	1541	1	1,7,17,8,1,0,0,0
5	6	26	69	117	395	1	1,20,39,9,0,0
6	6	66	834	761	1099	1	1,59,348,360,65,1,0
5	6	16	33	54	265	1	1,10,18,4,0,0
5	5	12	16	27	209	1	1,6,9,0,0,0
7	6	17	40	200	1669	1	1,9,20,10,0,0,0,0
7	6	18	54	263	1753	1	1,10,26,16,1,0,0,0
5	5	141	1783	916	1073	1	1,135,833,731,83,0
6	5	237	8824	6572	7055	1	1,230,2524,4482,1524,63,0
7	6	18	40	220	1717	1	1,10,22,7,0,0,0,0
9	6	46	958	9830	21693	1	1,36,251,440,209,21,0,0,0,0
4	5	11	14	3	22	1	1,6,6,1,0
6	5	114	2372	974	1183	1	1,107,823,1129,302,10,0
3	6	17	22	8	37	1	1,13,8,0
5	6	18	43	69	295	1	1,12,23,7,0,0
5	5	35	120	2	5	1	1,29,70,20,0,0
6	5	88	1484	1277	1648	1	1,81,563,685,151,3,0
5	6	48	214	375	733	1	1,42,125,46,0,0
5	5	67	398	232	359	1	1,61,232,104,0,0
7	6	16	47	23	147	1	1,8,25,12,1,0,0,0
6	5	380	21844	3786	3917	1	1,373,5171,11203,4802,294,0
6	5	54	360	395	729	1	1,47,195,112,5,0,0
4	5	11	11	4	43	1	1,6,4,0,0
5	5	88	578	1005	1441	1	1,82,335,160,0,0
6	5	163	4614	3607	4044	1	1,156,1465,2293,677,22,0
6	6	23	93	48	167	1	1,16,47,27,2,0,0
5	5	28	89	150	433	1	1,22,50,16,0,0
5	5	13	25	39	229	1	1,7,13,4,0,0
6	6	20	47	10	57	1	1,13,25,8,0,0,0
7	6	26	103	553	2281	1	1,18,55,28,1,0,0,0
6	5	268	11974	2876	3037	1	1,261,3150,6114,2328,120,0
6	5	111	1922	1667	2081	1	1,104,741,888,185,3,0
5	5	56	316	540	907	1	1,50,177,85,3,0
4	5	15	22	5	28	1	1,10,10,1,0
6	5	149	3228	2667	3134	1	1,142,1139,1547,389,10,0
6	5	224	6442	2540	2791	1	1,217,2099,3221,882,22,0
5	6	20	45	72	317	1	1,14,24,6,0,0
7	6	343	28539	76337	80033	1	1,335,5123,13774,8369,937,0,0
8	6	28	213	1344	4723	1	1,19,86,89,18,0,0,0,0
5	5	32	139	234	517	1	1,26,77,34,1,0
7	6	134	3835	4419	5435	1	1,126,1125,1879,669,35,0,0
9	6	12	4	223	38663	2	1,2,1,0,0,0,0,0,0,0
7	6	46	527	2181	4289	1	1,38,201,228,57,2,0,0
3	5	15	21	3	11	1	1,11,9,0
6	5	64	468	508	873	1	1,57,254,156,0,0,0
3	5	21	31	13	45	1	1,17,13,0
3	5	13	14	4	29	1	1,9,4,0
6	5	17	46	50	257	1	1,10,25,10,0,0,0
7	6	89	2394	8153	10701	1	1,81,683,1163,441,25,0,0
6	5	267	11130	8114	8615	1	1,260,3007,5656,2100,106,0
6	5	168	5198	3981	4420	1	1,161,1573,2593,835,35,0
6	5	61	720	219	332	1	1,54,300,307,57,1,0
6	5	62	420	229	416	1	1,55,229,135,0,0,0
6	5	101	1100	1122	1531	1	1,94,561,444,0,0,0
5	5	124	1351	711	865	1	1,118,664,521,47,0
5	5	47	255	429	769	1	1,41,140,70,3,0
3	5	24	47	24	55	1	1,20,24,2
6	5	412	25600	17551	18074	1	1,405,5850,13109,5851,384,0
6	5	172	4880	3829	4271	1	1,165,1571,2438,687,18,0
6	5	122	2056	1797	2245	1	1,115,802,942,193,3,0
6	5	74	704	365	544	1	1,67,365,271,0,0,0
5	5	60	369	624	997	1	1,54,204,106,4,0
5	6	34	129	77	173	1	1,28,77,23,0,0
4	5	14	15	5	52	1	1,9,5,0,0
6	5	216	7584	5711	6178	1	1,209,2241,3867,1229,37,0
7	6	159	6762	20952	23969	1	1,151,1641,3339,1514,116,0,0
6	6	18	45	10	53	1	1,11,25,8,0,0,0
5	5	33	134	225	523	1	1,27,74,31,1,0
6	5	244	9470	6991	7478	1	1,237,2639,4799,1713,81,0
3	5	24	51	9	19	1	1,20,27,3
6	5	142	3236	2643	3083	1	1,135,1119,1566,405,10,0
6	5	30	276	1	2	1	1,23,111,115,25,1,0
6	5	220	7396	5607	6094	1	1,213,2193,3719,1221,49,0
5	5	106	1125	1776	2201	1	1,100,552,432,40,0
5	6	51	288	489	835	1	1,45,160,79,3,0
5	5	166	2192	3372	3871	1	1,160,1020,907,104,0
6	5	87	726	390	601	1	1,80,390,255,0,0,0
5	5	27	87	147	421	1	1,21,49,16,0,0
6	5	27	106	118	373	1	1,20,59,26,0,0,0
6	5	366	17858	12733	13270	1	1,359,4579,9155,3575,189,0
6	5	352	16996	12124	12667	1	1,345,4368,8718,3388,176,0
6	5	19	50	54	277	1	1,12,27,10,0,0,0
5	5	30	66	123	425	1	1,24,41,0,0,0
6	5	32	92	55	204	1	1,25,55,11,0,0,0
6	5	193	5832	4507	4982	1	1,186,1802,2905,903,35,0
5	6	17	42	22	95	1	1,11,22,8,0,0
6	5	216	7506	5649	6128	1	1,209,2189,3781,1271,55,0
9	6	51	2595	6200	10073	1	1,41,406,1089,878,180,0,0,0,0
6	6	113	2370	973	1178	1	1,106,822,1129,302,10,0
6	5	164	4346	3462	3899	1	1,157,1442,2154,578,14,0
8	6	19	49	405	3388	1	1,10,27,11,0,0,0,0,0
5	5	46	228	387	733	1	1,40,127,58,2,0
6	5	104	1444	25	33	1	1,97,610,630,105,1,0
4	5	17	26	6	31	1	1,12,12,1,0
5	5	18	37	9	41	1	1,12,21,3,0,0
6	5	94	1048	177	241	1	1,87,531,429,0,0,0
6	5	304	12178	8987	9518	1	1,297,3417,6219,2153,91,0
6	5	361	18186	12883	13419	1	1,354,4577,9318,3729,207,0
6	5	123	2738	1117	1323	1	1,116,942,1319,350,10,0
4	5	11	7	0	1	1	1,6,0,0,0
5	6	16	24	36	259	1	1,10,12,1,0,0
7	6	12	5	0	1	1	1,4,0,0,0,0,0,0
6	5	86	724	389	596	1	1,79,389,255,0,0,0
6	5	302	13266	356	375	1	1,295,3548,6784,2516,122,0
6	5	188	5610	2182	2409	1	1,181,1775,2817,814,22,0
6	5	38	176	196	503	1	1,31,98,46,0,0,0
5	5	38	153	270	581	1	1,32,90,30,0,0
3	5	19	28	12	41	1	1,15,12,0
7	6	16	20	110	1569	1	1,8,11,0,0,0,0,0
5	5	32	131	222	509	1	1,26,73,30,1,0
7	6	19	32	170	1761	1	1,11,17,3,0,0,0,0
5	5	35	120	213	523	1	1,29,71,19,0,0
5	5	60	308	543	929	1	1,54,181,72,0,0
5	5	24	69	114	377	1	1,18,38,12,0,0
6	5	82	708	377	576	1	1,75,377,255,0,0,0
6	5	39	180	210	509	1	1,32,105,42,0,0,0
5	5	19	26	36	293	1	1,13,12,0,0,0
5	5	71	520	864	1249	1	1,65,280,166,8,0
6	5	50	224	260	627	1	1,43,130,50,0,0,0
5	5	73	494	843	1231	1	1,67,275,145,6,0
8	6	21	112	366	1879	1	1,12,47,43,9,0,0,0,0
4	5	20	30	1	5	1	1,15,14,0,0
8	6	36	337	2055	5836	1	1,27,130,143,35,1,0,0,0
5	5	87	905	15	19	1	1,81,442,348,33,0
6	5	103	1798	47	59	1	1,96,687,834,177,3,0
5	5	24	66	111	373	1	1,18,37,10,0,0
5	5	19	38	63	299	1	1,13,21,3,0,0
5	6	17	34	54	277	1	1,11,18,4,0,0
4	5	18	25	11	64	1	1,13,11,0,0
5	6	89	893	201	259	1	1,83,437,340,32,0
5	6	13	19	30	223	1	1,7,10,1,0,0
5	5	47	197	117	235	1	1,41,117,38,0,0
5	5	67	426	245	369	1	1,61,245,119,0,0
5	5	18	42	69	293	1	1,12,23,6,0,0
3	5	29	66	12	23	1	1,25,36,4
6	5	454	27576	1055	1086	1	1,447,6403,14151,6184,390,0
8	6	26	208	1215	4511	1	1,17,76,88,25,1,0,0,0
8	6	24	92	115	668	1	1,15,46,30,0,0,0,0,0
6	6	19	78	39	146	1	1,12,38,25,2,0,0
6	5	503	29266	2902	2987	1	1,496,6957,15022,6400,390,0
5	5	25	48	84	365	1	1,19,28,0,0,0
6	5	36	190	35	82	1	1,29,105,55,0,0,0
5	5	23	49	81	349	1	1,17,27,4,0,0
5	5	36	166	285	577	1	1,30,95,40,0,0
4	5	26	54	29	91	1	1,21,29,3,0
6	5	113	1206	1246	1683	1	1,106,623,476,0,0,0
5	5	39	157	15	31	1	1,33,95,28,0,0
7	6	39	338	1539	3493	1	1,31,147,136,23,0,0,0
6	5	188	5568	2164	2397	1	1,181,1757,2793,814,22,0
5	5	100	974	517	663	1	1,94,485,362,32,0
6	5	261	9880	3668	3925	1	1,254,2797,5009,1742,77,0
5	5	81	790	1251	1631	1	1,75,390,297,27,0
6	5	256	9454	7081	7572	1	1,249,2765,4841,1551,47,0
7	6	26	154	710	2397	1	1,18,68,57,10,0,0,0
5	5	29	93	159	445	1	1,23,53,16,0,0
5	5	12	10	9	209	1	1,6,3,0,0,0
5	5	17	25	36	271	1	1,11,12,1,0,0
7	6	12	11	33	721	2	1,4,6,0,0,0,0,0
7	6	73	1564	1901	2675	1	1,65,498,748,241,11,0,0
4	5	58	224	45	73	1	1,53,135,35,0
6	5	18	48	52	267	1	1,11,26,10,0,0,0
6	5	384	23858	16322	16849	1	1,377,5396,12176,5530,378,0
6	6	11	6	2	187	1	1,4,1,0,0,0,0
7	6	62	1312	4642	6873	1	1,54,397,622,224,14,0,0
5	5	28	51	84	401	1	1,22,28,0,0,0
3	5	26	46	22	57	1	1,22,22,1
7	6	20	46	250	1841	1	1,12,25,8,0,0,0,0
5	6	18	30	3	19	1	1,12,15,2,0,0
3	5	25	39	17	53	1	1,21,17,0
4	6	11	12	5	43	1	1,6,5,0,0
5	5	131	1669	851	1007	1	1,125,769,692,82,0
6	5	430	23586	16500	17069	1	1,423,5736,12104,5028,294,0
5	6	16	37	60	269	1	1,10,20,6,0,0
5	6	16	22	33	257	1	1,10,11,0,0,0
7	6	18	26	50	563	1	1,10,15,0,0,0,0,0
5	5	114	1208	635	787	1	1,108,590,464,45,0
5	5	120	1420	733	883	1	1,114,672,572,61,0
5	5	15	21	30	247	1	1,9,10,1,0,0
6	5	159	4206	1663	1887	1	1,152,1358,2063,610,22,0
6	5	345	21136	14483	14977	1	1,338,4810,10798,4863,326,0
4	6	29	73	41	104	1	1,24,41,7,0
5	5	96	1083	1680	2081	1	1,90,512,432,48,0
5	5	76	483	840	1241	1	1,70,280,132,0,0
5	5	34	79	150	473	1	1,28,50,0,0,0
7	6	21	62	313	1933	1	1,13,31,16,1,0,0,0
8	6	24	168	343	1401	1	1,15,65,69,18,0,0,0,0
9	6	36	509	5820	16733	1	1,26,153,230,93,6,0,0,0,0
6	6	18	42	23	132	1	1,11,23,7,0,0,0
4	5	15	17	6	55	1	1,10,6,0,0
4	5	16	25	13	58	1	1,11,13,0,0
8	6	43	468	467	1148	1	1,34,177,207,49,0,0,0,0
6	5	25	84	94	345	1	1,18,47,18,0,0,0
5	5	204	3465	1709	1879	1	1,198,1477,1556,232,1
6	5	328	17152	12051	12560	1	1,321,4213,8781,3625,211,0
5	5	66	555	888	1253	1	1,60,278,198,18,0
6	5	88	840	443	636	1	1,81,443,315,0,0,0
6	5	50	310	344	671	1	1,43,172,94,0,0,0
5	5	26	48	81	377	1	1,20,27,0,0,0
6	5	226	9646	3492	3719	1	1,219,2563,4909,1858,96,0
6	5	60	472	17	28	1	1,53,255,163,0,0,0
5	5	46	212	375	709	1	1,40,125,46,0,0
6	5	124	2868	2321	2729	1	1,117,973,1392,375,10,0
3	5	19	27	11	41	1	1,15,11,0
6	5	38	156	180	491	1	1,31,90,34,0,0,0
6	5	144	2582	2249	2720	1	1,137,1005,1197,239,3,0
6	6	36	303	282	559	1	1,29,131,122,20,0,0
6	5	25	100	110	353	1	1,18,55,26,0,0,0
6	5	144	3094	2587	3018	1	1,137,1127,1491,333,5,0
4	5	24	56	15	44	1	1,19,30,6,0
6	5	339	19668	6793	7043	1	1,332,4581,10041,4424,289,0
5	7	15	25	36	251	1	1,9,12,3,0,0
6	6	12	13	14	197	1	1,5,7,0,0,0,0
5	6	73	526	876	1273	1	1,67,284,166,8,0
6	5	22	76	4	15	1	1,15,42,18,0,0,0
5	5	43	178	318	649	1	1,37,106,34,0,0
6	6	17	21	20	247	1	1,10,10,0,0,0,0
6	5	94	1510	439	570	1	1,87,585,687,147,3,0
6	5	52	314	348	691	1	1,45,174,94,0,0,0
8	6	40	1044	4353	8011	1	1,31,237,473,266,36,0,0,0
6	5	87	904	62	87	1	1,80,465,358,0,0,0
8	6	20	110	717	3653	1	1,11,46,43,9,0,0,0,0
3	5	16	19	6	35	1	1,12,6,0
6	6	20	66	23	98	1	1,13,34,17,1,0,0
6	5	231	8412	6297	6772	1	1,224,2444,4283,1409,51,0
4	5	40	108	31	70	1	1,35,62,10,0
6	5	149	4000	3143	3578	1	1,142,1275,1967,593,22,0
6	5	109	1174	1210	1633	1	1,102,605,466,0,0,0
6	5	56	648	589	915	1	1,49,268,276,53,1,0
6	5	67	492	542	907	1	1,60,271,160,0,0,0
6	5	30	132	144	413	1	1,23,72,36,0,0,0
4	5	27	62	7	19	1	1,22,35,4,0
6	5	66	486	532	897	1	1,59,266,160,0,0,0
6	5	64	506	548	891	1	1,57,274,174,0,0,0
5	6	28	90	153	433	1	1,22,51,16,0,0
5	5	19	49	27	103	1	1,13,27,8,0,0
6	6	48	274	151	319	1	1,41,151,81,0,0,0
5	5	60	346	600	967	1	1,54,200,91,0,0
7	6	69	1138	4443	6881	1	1,61,402,528,141,5,0,0
7	6	12	12	11	206	2	1,4,7,0,0,0,0,0
5	6	42	172	303	637	1	1,36,101,34,0,0
4	5	40	116	34	71	1	1,35,68,12,0
6	5	30	114	41	135	1	1,23,61,28,1,0,0
5	6	62	373	648	1009	1	1,56,216,100,0,0
6	5	138	3506	2791	3208	1	1,131,1153,1721,485,15,0
6	5	54	346	193	361	1	1,47,193,105,0,0,0
5	5	20	46	75	317	1	1,14,25,6,0,0
5	6	51	269	471	809	1	1,45,157,66,0,0
5	5	133	1594	275	327	1	1,127,755,641,70,0
4	5	75	338	103	148	1	1,70,206,61,0
6	5	186	5600	2174	2399	1	1,179,1767,2817,814,22,0
5	5	30	89	153	451	1	1,24,51,13,0,0
5	5	33	118	70	167	1	1,27,70,20,0,0
6	5	212	7146	5414	5889	1	1,205,2120,3600,1174,46,0
5	6	47	198	360	701	1	1,41,120,36,0,0
7	6	21	55	310	1909	1	1,13,31,10,0,0,0,0
7	6	80	1992	6885	9337	1	1,72,582,962,355,20,0,0
6	5	82	992	915	1319	1	1,75,420,420,75,1,0
6	5	351	20228	6993	7253	1	1,344,4732,10339,4522,290,0
5	5	55	341	573	925	1	1,49,187,100,4,0
4	5	46	152	15	28	1	1,41,90,20,0
6	5	71	564	153	245	1	1,64,306,193,0,0,0
6	5	117	2030	1763	2191	1	1,110,785,938,193,3,0
6	5	83	710	54	83	1	1,76,378,255,0,0,0
6	5	28	90	4	15	1	1,21,50,18,0,0,0
6	5	68	834	763	1116	1	1,61,349,357,65,1,0
5	5	59	316	185	309	1	1,53,185,77,0,0
5	5	26	51	90	377	1	1,20,30,0,0,0
6	5	43	242	266	579	1	1,36,133,72,0,0,0
8	6	27	166	48	187	1	1,18,75,63,9,0,0,0,0
5	5	18	28	45	281	1	1,12,15,0,0,0
7	6	42	235	1280	3417	1	1,34,128,72,0,0,0,0
6	5	94	896	473	676	1	1,87,473,335,0,0,0
5	5	38	127	74	187	1	1,32,74,20,0,0
7	6	23	100	499	2117	1	1,15,49,32,3,0,0,0
5	5	161	2675	3951	4411	1	1,155,1132,1201,185,1
6	5	82	608	672	1093	1	1,75,336,196,0,0,0
6	5	63	452	248	427	1	1,56,248,147,0,0,0
5	5	73	578	316	443	1	1,67,301,194,15,0
4	5	46	160	48	85	1	1,41,96,22,0
6	6	29	136	13	37	1	1,22,70,40,3,0,0
6	5	217	5620	4527	5044	1	1,210,1894,2755,739,21,0
5	5	56	302	75	127	1	1,50,175,76,0,0
6	6	22	96	98	327	1	1,15,48,30,2,0,0
6	5	199	6826	1718	1869	1	1,192,2028,3474,1098,33,0
6	5	378	20308	14241	14773	1	1,371,4972,10418,4297,249,0
3	5	23	41	20	51	1	1,19,20,1
5	5	78	603	1002	1393	1	1,72,325,196,9,0
8	6	26	213	420	1507	1	1,17,79,90,25,1,0,0,0
4	5	14	21	10	53	1	1,9,10,1,0
8	6	73	2326	3283	4867	1	1,64,542,1080,573,66,0,0,0
6	5	105	974	40	57	1	1,98,520,355,0,0,0
7	6	31	230	1014	2837	1	1,23,96,92,18,0,0,0
5	5	59	399	663	1021	1	1,53,215,124,6,0
7	6	58	885	3491	5729	1	1,50,317,406,107,4,0,0
6	5	173	4512	3593	4063	1	1,166,1483,2214,627,21,0
8	6	19	48	195	1694	1	1,10,26,11,0,0,0,0,0
5	5	20	31	45	307	1	1,14,15,1,0,0
5	5	38	94	183	521	1	1,32,61,0,0,0
6	5	160	3646	2999	3460	1	1,153,1280,1763,439,10,0
6	6	16	34	4	27	1	1,9,18,6,0,0,0
5	5	24	45	78	353	1	1,18,26,0,0,0
6	5	395	24934	17044	17555	1	1,388,5643,12760,5758,384,0
5	5	76	680	1089	1469	1	1,70,342,246,21,0
7	6	19	33	70	583	1	1,11,21,0,0,0,0,0
5	5	32	101	174	481	1	1,26,58,16,0,0
6	5	122	2922	2335	2746	1	1,115,963,1419,409,15,0
6	6	32	174	88	227	1	1,25,85,57,6,0,0
6	5	178	6142	4601	5043	1	1,171,1768,3088,1065,49,0
5	6	42	223	384	685	1	1,36,128,58,0,0
6	5	144	2816	2393	2857	1	1,137,1050,1330,293,5,0
5	6	45	233	134	241	1	1,39,134,59,0,0
6	5	175	4040	3329	3807	1	1,168,1428,1960,473,10,0
4	5	36	98	7	16	1	1,31,56,10,0
6	5	86	1142	349	478	1	1,79,481,495,85,1,0
5	5	20	40	63	313	1	1,14,21,4,0,0
5	5	23	68	114	365	1	1,17,38,12,0,0
5	5	22	42	75	329	1	1,16,25,0,0,0
4	5	30	72	41	105	1	1,25,41,5,0
6	6	21	54	58	297	1	1,14,29,10,0,0,0
5	5	74	579	316	447	1	1,68,301,194,15,0
6	5	340	18974	6596	6849	1	1,333,4505,9685,4182,268,0
7	6	27	103	560	2337	1	1,19,56,27,0,0,0,0
5	6	16	28	5	29	1	1,10,15,2,0,0
5	5	50	257	447	791	1	1,44,149,63,0,0
7	6	32	559	1879	3597	1	1,24,154,256,113,11,0,0
9	6	36	570	6365	17093	1	1,26,167,266,104,6,0,0,0,0
5	6	15	22	36	245	1	1,9,12,0,0,0
7	6	11	4	0	1	1	1,3,0,0,0,0,0,0
7	6	35	319	457	1083	1	1,27,129,135,27,0,0,0
6	6	35	210	215	497	1	1,28,104,70,7,0,0
4	5	58	235	142	223	1	1,53,142,39,0
4	5	10	12	5	41	1	1,5,5,1,0
6	5	86	1442	1243	1607	1	1,79,548,664,147,3,0
6	6	25	100	21	71	1	1,18,52,28,1,0,0
6	5	36	146	164	471	1	1,29,82,34,0,0,0
