g6	n	m	Q	bip	dist	phi	tf	mtf
H?AAF_}	9	11	9	2	3	331114420	1	0
H?AA@r_	9	8	9	0	5	333000002	1	0
H?AA@qo	9	8	9	0	4	131113300	1	0
H?AA@ro	9	9	9	0	5	111113300	1	0
H?AA@ow	9	8	9	0	2	331113300	1	0
H?AA@qw	9	9	9	0	3	131113300	1	0
H?AA@rw	9	10	9	0	4	000003311	1	0
H?AADro	9	10	9	0	4	111113300	1	0
H?AADqw	9	10	9	0	2	131113300	1	0
H?AADpw	9	10	9	0	4	111113300	1	0
H?AADrw	9	11	9	0	3	111113300	1	0
H?AADps	9	10	9	1	4	431113402	1	0
H?AADo{	9	10	9	1	4	131111300	1	0
H?AADp{	9	11	9	1	3	341114320	1	0
H?AAFrw	9	12	9	0	2	111113300	1	0
H?AAFp{	9	12	9	1	3	141111300	1	0
H?AAFo}	9	12	9	2	2	441113302	1	0
H?AEBB_	9	8	9	0	3	000333111	1	0
H?AEBBO	9	8	9	0	4	003331111	1	0
H?AEBAo	9	8	9	0	5	030033331	1	0
H?AEBBo	9	9	9	0	4	111333000	1	0
H?AEBBW	9	9	9	0	4	113330002	1	0
H?AEB?w	9	8	9	0	5	224442220	1	0
H?AEBAw	9	9	9	0	4	114442220	1	0
H?AEB@w	9	9	9	0	4	114442220	1	0
H?AEBBw	9	10	9	0	3	113330002	1	0
H?AEB?c	9	7	9	1	5	000222442	1	0
H?AEB@c	9	8	9	1	4	300330311	1	0
H?AEB?s	9	8	9	1	5	224424220	1	0
H?AEB@s	9	9	9	1	5	311444220	1	0
H?AEB@[	9	9	9	1	5	311444220	1	0
H?AEB?{	9	9	9	1	5	224441130	1	0
H?AEB@{	9	10	9	1	4	311444220	1	0
H?AEBAP	9	8	9	1	5	033033301	1	0
H?AEBAX	9	9	9	1	5	100330012	1	0
H?AEFBo	9	10	9	0	3	000333111	1	0
H?AEF@w	9	10	9	0	3	003331114	1	0
H?AEFBw	9	11	9	0	2	113330002	1	0
H?AEF@s	9	10	9	1	4	000333114	1	0
H?AEF@[	9	10	9	1	4	000333114	1	0
H?AEF?{	9	10	9	1	4	224441130	1	0
H?AEF@{	9	11	9	1	3	000333114	1	0
H?AE@b_	9	8	9	0	4	000333131	1	0
H?AE@_o	9	7	9	0	3	002200033	1	0
H?AE@ao	9	8	9	0	4	030033311	1	0
H?AE@`o	9	8	9	0	4	244422200	1	0
H?AE@bo	9	9	9	0	4	144422200	1	0
H?AE@bG	9	8	9	0	4	003303131	1	0
H?AE@`g	9	8	9	0	5	244242220	1	0
H?AE@bg	9	9	9	0	5	111313030	1	0
H?AE@_w	9	8	9	0	4	224422200	1	0
H?AE@aw	9	9	9	0	4	431113300	1	0
H?AE@`w	9	9	9	0	5	244422200	1	0
H?AE@bw	9	10	9	0	4	114442230	1	0
H?AE@`C	9	7	9	1	5	003330131	1	0
H?AE@`c	9	8	9	1	5	244224220	1	0
H?AE@`s	9	9	9	1	5	244424200	1	0
H?AE@`K	9	8	9	1	5	242244220	1	0
H?AE@`k	9	9	9	1	5	244244220	1	0
H?AE@`{	9	10	9	1	5	300002201	1	0
H?AE@b@	9	8	9	0	4	003333101	1	0
H?AE@aH	9	8	9	0	5	003303121	1	0
H?AE@`H	9	8	9	0	5	303303301	1	0
H?AE@bH	9	9	9	0	4	113313040	1	0
H?AE@`D	9	8	9	1	5	303330301	1	0
H?AE@`L	9	9	9	1	5	313311310	1	0
H?AEBb_	9	9	9	0	4	000333111	1	0
H?AEBbo	9	10	9	0	3	144422200	1	0
H?AEBbg	9	10	9	0	4	114442200	1	0
H?AEBaw	9	10	9	0	4	114442200	1	0
H?AEB`w	9	10	9	0	4	311113300	1	0
H?AEBbw	9	11	9	0	3	114442200	1	0
H?AEB_s	9	9	9	1	5	224422200	1	0
H?AEB`s	9	10	9	1	4	311131300	1	0
H?AEB_k	9	9	9	1	5	441113302	1	0
H?AEB`k	9	10	9	1	5	311144220	1	0
H?AEB_{	9	10	9	1	4	331114420	1	0
H?AEB`{	9	11	9	1	4	311144220	1	0
H?AEB_y	9	10	9	1	4	224441130	1	0
H?AEB_e	9	9	9	1	5	413113024	1	0
H?AEB_u	9	10	9	1	4	224441130	1	0
H?AEB_m	9	10	9	1	4	224441130	1	0
H?AEB_}	9	11	9	1	3	224441130	1	0
H?AEB_N	9	10	9	0	3	133300021	1	0
H?AEFbw	9	12	9	0	2	114442200	1	0
H?AEF`s	9	11	9	1	4	144422200	1	0
H?AEF`k	9	11	9	1	4	411133002	1	0
H?AEF`{	9	12	9	1	3	311144220	1	0
H?AEF_u	9	11	9	2	3	441113302	1	0
H?AEF_m	9	11	9	1	3	441113302	1	0
H?AEF_}	9	12	9	2	2	331114420	1	0
H?AE@r_	9	9	9	0	4	002224414	1	0
H?AE@po	9	9	9	0	5	224422200	1	0
H?AE@ro	9	10	9	0	4	114442200	1	0
H?AE@ow	9	9	9	0	3	331113300	1	0
H?AE@qw	9	10	9	0	3	124442200	1	0
H?AE@pw	9	10	9	0	4	224442200	1	0
H?AE@rw	9	11	9	0	3	114442200	1	0
H?AE@pc	9	9	9	1	6	033003002	1	0
H?AE@ps	9	10	9	1	5	311114420	1	0
H?AE@p{	9	11	9	1	4	300002241	1	0
H?AEDpw	9	11	9	0	3	114442200	1	0
H?AEDrw	9	12	9	0	2	411113300	1	0
H?AEDps	9	11	9	1	4	411113302	1	0
H?AEDo{	9	11	9	1	3	441113302	1	0
H?AEDp{	9	12	9	1	3	300002241	1	0
H?AEDoy	9	11	9	1	3	441113302	1	0
H?AEDou	9	11	9	1	3	441113302	1	0
H?AEDo}	9	12	9	1	2	331114420	1	0
H?AEBro	9	11	9	0	3	411113300	1	0
H?AEBpw	9	11	9	0	3	311113300	1	0
H?AEBrw	9	12	9	0	2	411113300	1	0
H?AEBps	9	11	9	1	4	411113302	1	0
H?AEBo{	9	11	9	1	3	441113302	1	0
H?AEBp{	9	12	9	1	3	311114420	1	0
H?AEBou	9	11	9	1	3	441113302	1	0
H?AEBo}	9	12	9	1	2	330002241	1	0
H?AEFrw	9	13	9	0	1	411113300	1	0
H?AEFp{	9	13	9	1	2	411113302	1	0
H?AEFo}	9	13	9	2	1	331114420	1	0
H?AEAJ_	9	8	9	1	4	003331111	1	0
H?AEAJo	9	9	9	1	4	113330002	1	0
H?AEAGw	9	8	9	1	5	224442110	1	0
H?AEAIw	9	9	9	1	4	114442220	1	0
H?AEAJw	9	10	9	1	3	113330002	1	0
H?AEBJ_	9	9	9	1	4	000333111	1	0
H?AEBJo	9	10	9	1	5	111333000	1	0
H?AEBJW	9	10	9	1	5	113330002	1	0
H?AEBIw	9	10	9	1	5	124442230	1	0
H?AEBHw	9	10	9	1	5	214441220	1	0
H?AEBJw	9	11	9	1	4	113330002	1	0
H?AEBHs	9	10	9	1	4	311131300	1	0
H?AEBH[	9	10	9	1	5	013331002	1	0
H?AEBH{	9	11	9	1	4	214441220	1	0
H?AEBjw	9	12	9	1	3	411113320	1	0
H?AEBhs	9	11	9	1	3	311131300	1	0
H?AEBhk	9	11	9	1	5	311111300	1	0
H?AEBh{	9	12	9	1	4	311111300	1	0
H?AEBx{	9	13	9	1	3	311111300	1	0
H?ABBB_	9	8	9	0	2	300333111	1	0
H?ABB@o	9	8	9	0	2	300333111	1	0
H?ABBBo	9	9	9	0	3	311333000	1	0
H?ABBAW	9	8	9	0	4	033000220	1	0
H?ABBBW	9	9	9	0	3	411444220	1	0
H?ABB@w	9	9	9	0	3	311333000	1	0
H?ABBBw	9	10	9	0	2	311333002	1	0
H?ABFB_	9	9	9	0	2	000333111	1	0
H?ABFBo	9	10	9	0	3	111333000	1	0
H?ABFBW	9	10	9	0	4	111330002	1	0
H?ABF@w	9	10	9	0	4	311333000	1	0
H?ABFBw	9	11	9	0	3	111330002	1	0
H?ABF@c	9	9	9	1	3	300333111	1	0
H?ABF@s	9	10	9	1	4	311333000	1	0
H?ABF@[	9	10	9	1	4	111333002	1	0
H?ABF@{	9	11	9	1	3	111333002	1	0
H?ABFAQ	9	9	9	1	5	111333001	1	0
H?ABF?Y	9	9	9	0	4	444222001	1	0
H?ABFAY	9	10	9	1	4	133111440	1	0
H?ABF?U	9	9	9	0	4	444222001	1	0
H?ABF?]	9	10	9	0	3	222444110	1	0
H?ABF?^	9	11	9	0	2	000333112	1	0
H?ABAa_	9	7	9	0	5	000333131	1	0
H?ABAb_	9	8	9	0	4	000333131	1	0
H?ABA_o	9	7	9	0	4	300033111	1	0
H?ABAao	9	8	9	0	5	131133330	1	0
H?ABA`o	9	8	9	0	3	300033111	1	0
H?ABAbo	9	9	9	0	4	311133000	1	0
H?ABAag	9	8	9	0	5	131313330	1	0
H?ABAbg	9	9	9	0	5	111313030	1	0
H?ABA_w	9	8	9	0	5	224442220	1	0
H?ABAaw	9	9	9	0	5	411144220	1	0
H?ABA`w	9	9	9	0	4	311133000	1	0
H?ABAbw	9	10	9	0	4	311133002	1	0
H?ABAaQ	9	8	9	1	5	033033031	1	0
H?ABAaI	9	8	9	0	5	033303031	1	0
H?ABA_Y	9	8	9	1	5	311333031	1	0
H?ABAaY	9	9	9	1	5	133111410	1	0
H?ABAaB	9	8	9	0	4	013333001	1	0
H?ABA_J	9	8	9	0	4	311133001	1	0
H?ABAaJ	9	9	9	0	4	422244110	1	0
H?ABEb_	9	9	9	0	4	000333111	1	0
H?ABEbo	9	10	9	0	4	111133000	1	0
H?ABEbg	9	10	9	0	5	111333000	1	0
H?ABEbW	9	10	9	0	4	113113300	1	0
H?ABEaw	9	10	9	0	5	114442220	1	0
H?ABE`w	9	10	9	0	5	311133000	1	0
H?ABEbw	9	11	9	0	4	114442220	1	0
H?ABE_s	9	9	9	1	6	244422000	1	0
H?ABE`s	9	10	9	1	5	311133000	1	0
H?ABE_k	9	9	9	1	5	442422201	1	0
H?ABE`k	9	10	9	1	5	311314020	1	0
H?ABE`[	9	10	9	1	5	311144220	1	0
H?ABE_{	9	10	9	1	5	311144220	1	0
H?ABE`{	9	11	9	1	4	311144220	1	0
H?ABEaQ	9	9	9	1	5	003033011	1	0
H?ABEaI	9	9	9	1	5	033301241	1	0
H?ABE_Y	9	9	9	1	6	444222001	1	0
H?ABEaY	9	10	9	1	5	133110420	1	0
H?ABE_U	9	9	9	1	6	113330001	1	0
H?ABE_M	9	9	9	0	5	144422001	1	0
H?ABE_]	9	10	9	1	5	222441130	1	0
H?ABE_l	9	10	9	1	4	113133104	1	0
H?ABBb_	9	9	9	0	3	300333111	1	0
H?ABB`o	9	9	9	0	2	300033111	1	0
H?ABBbo	9	10	9	0	3	311133000	1	0
H?ABB`g	9	9	9	0	3	300333111	1	0
H?ABBbg	9	10	9	0	4	311333000	1	0
H?ABBbW	9	10	9	0	4	311133002	1	0
H?ABB`w	9	10	9	0	3	311133000	1	0
H?ABBbw	9	11	9	0	3	311133002	1	0
H?ABBaQ	9	9	9	1	5	244222001	1	0
H?ABBaI	9	9	9	0	4	244422001	1	0
H?ABBaY	9	10	9	1	4	422444110	1	0
H?ABFbo	9	11	9	0	3	111133000	1	0
H?ABFbg	9	11	9	0	4	111333000	1	0
H?ABFbw	9	12	9	0	4	111133000	1	0
H?ABF`s	9	11	9	1	4	311133000	1	0
H?ABF`k	9	11	9	1	4	411133002	1	0
H?ABF`{	9	12	9	1	3	311144220	1	0
H?AB?r?	9	7	9	0	5	000330020	1	0
H?AB?p_	9	7	9	0	3	300333131	1	0
H?AB?r_	9	8	9	0	4	111333030	1	0
H?AB?rO	9	8	9	0	5	113133330	1	0
H?AB?po	9	8	9	0	4	311133030	1	0
H?AB?ro	9	9	9	0	5	111133030	1	0
H?AB?pw	9	9	9	0	5	311113000	1	0
H?AB?rw	9	10	9	0	5	111113330	1	0
H?AB?qQ	9	8	9	0	5	033033031	1	0
H?AB?oY	9	8	9	0	4	333003011	1	0
H?AB?qY	9	9	9	0	4	133113400	1	0
H?AB?qB	9	8	9	0	5	033333001	1	0
H?ABCpo	9	9	9	0	5	411144202	1	0
H?ABCro	9	10	9	0	5	144111320	1	0
H?ABCrW	9	10	9	0	4	113113300	1	0
H?ABCpw	9	10	9	0	5	344114320	1	0
H?ABCrw	9	11	9	0	4	144111320	1	0
H?ABCpc	9	9	9	0	4	422442101	1	0
H?ABCpS	9	9	9	1	6	411143202	1	0
H?ABCps	9	10	9	1	5	311134020	1	0
H?ABCo[	9	9	9	1	5	133111300	1	0
H?ABCp[	9	10	9	1	5	344114320	1	0
H?ABCp{	9	11	9	1	4	344114320	1	0
H?ABCqQ	9	9	9	0	4	033003211	1	0
H?ABCqY	9	10	9	0	3	133113400	1	0
H?ABCoU	9	9	9	1	5	244222011	1	0
H?ABCo]	9	10	9	1	4	422444100	1	0
H?ABCpd	9	10	9	0	3	300330121	1	0
H?ABAqo	9	9	9	0	6	244422000	1	0
H?ABAro	9	10	9	0	5	311133000	1	0
H?ABAqW	9	9	9	0	5	113113300	1	0
H?ABArW	9	10	9	0	4	113113300	1	0
H?ABAow	9	9	9	0	5	311113000	1	0
H?ABAqw	9	10	9	0	6	111113300	1	0
H?ABApw	9	10	9	0	4	311113000	1	0
H?ABArw	9	11	9	0	5	111113300	1	0
H?ABAqQ	9	9	9	1	5	311314024	1	0
H?ABAoY	9	9	9	1	5	313113100	1	0
H?ABAqY	9	10	9	1	5	122442130	1	0
H?ABEro	9	11	9	0	5	111133000	1	0
H?ABErW	9	11	9	0	3	113113300	1	0
H?ABEqw	9	11	9	0	5	111113300	1	0
H?ABErw	9	12	9	0	4	111113300	1	0
H?ABEps	9	11	9	1	4	411143202	1	0
H?ABEp[	9	11	9	1	5	113111300	1	0
H?ABEo{	9	11	9	1	5	144111300	1	0
H?ABEp{	9	12	9	1	4	144111300	1	0
H?ABBro	9	11	9	0	4	311133000	1	0
H?ABBrW	9	11	9	0	5	111113300	1	0
H?ABBpw	9	11	9	0	3	311113000	1	0
H?ABBrw	9	12	9	0	4	111113300	1	0
H?ABFrw	9	13	9	0	3	111113300	1	0
H?ABFp{	9	13	9	1	3	144111300	1	0
H?ABCfo	9	10	9	1	4	144142320	1	0
H?ABCfg	9	10	9	1	4	144142320	1	0
H?ABCfW	9	10	9	1	4	144142320	1	0
H?ABCdw	9	10	9	1	4	411413230	1	0
H?ABCfw	9	11	9	1	3	144142320	1	0
H?ABCds	9	10	9	1	5	244224010	1	0
H?ABCdk	9	10	9	0	4	244241010	1	0
H?ABCd[	9	10	9	1	5	211441230	1	0
H?ABCd{	9	11	9	1	4	211441230	1	0
H?ABCeY	9	10	9	0	3	033003211	1	0
H?ABCc]	9	10	9	1	4	033000211	1	0
H?ABCdh	9	10	9	0	3	300303121	1	0
H?ABCdd	9	10	9	0	3	422442101	1	0
H?ABCdL	9	10	9	0	4	422420101	1	0
H?ABCdl	9	11	9	0	3	244241010	1	0
H?AB?vo	9	10	9	1	5	444222010	1	0
H?AB?tw	9	10	9	1	5	111441230	1	0
H?AB?vw	9	11	9	1	4	111441230	1	0
H?AB?uY	9	10	9	0	3	033003211	1	0
H?ABCvo	9	11	9	1	4	133110402	1	0
H?ABCvW	9	11	9	1	4	133113400	1	0
H?ABCtw	9	11	9	1	4	433113402	1	0
H?ABCvw	9	12	9	1	3	144111320	1	0
H?ABCts	9	11	9	1	4	433113402	1	0
H?ABCt[	9	11	9	2	4	433113402	1	0
H?ABCt{	9	12	9	2	3	344114320	1	0
H?AFFBo	9	11	9	0	2	000333111	1	0
H?AFF@w	9	11	9	0	3	000331114	1	0
H?AFFBw	9	12	9	0	2	111330002	1	0
H?AFF@s	9	11	9	1	3	000333114	1	0
H?AFF@[	9	11	9	1	3	000333114	1	0
H?AFF@{	9	12	9	1	2	000333114	1	0
H?AFF?Z	9	11	9	0	2	111333004	1	0
H?AFF?V	9	11	9	0	2	444222001	1	0
H?AFF?^	9	12	9	0	1	000333112	1	0
H?AFEbo	9	11	9	0	3	000033111	1	0
H?AFEbg	9	11	9	0	4	000333111	1	0
H?AFEaw	9	11	9	0	4	002224441	1	0
H?AFE`w	9	11	9	0	4	244411330	1	0
H?AFEbw	9	12	9	0	3	114442220	1	0
H?AFE`s	9	11	9	1	4	244411330	1	0
H?AFE`k	9	11	9	1	4	200033114	1	0
H?AFE_{	9	11	9	1	4	244411330	1	0
H?AFE`{	9	12	9	1	3	200033114	1	0
H?AFE_]	9	11	9	1	4	111333004	1	0
H?AFE_N	9	11	9	0	3	144422001	1	0
H?AFF`w	9	12	9	0	3	411133002	1	0
H?AFFbw	9	13	9	0	3	111133000	1	0
H?AFF`s	9	12	9	1	3	411133002	1	0
H?AFF`k	9	12	9	1	3	411133002	1	0
H?AFF`[	9	12	9	1	3	411133002	1	0
H?AFF`{	9	13	9	1	2	411133002	1	0
H?AFCro	9	11	9	0	4	022244141	1	0
H?AFCpw	9	11	9	0	5	244441330	1	0
H?AFCrw	9	12	9	0	4	411113000	1	0
H?AFCps	9	11	9	1	5	244421330	1	0
H?AFCp{	9	12	9	1	4	300002441	1	0
H?AFCo]	9	11	9	1	4	444220031	1	0
H?AFEpw	9	12	9	0	4	411113000	1	0
H?AFErw	9	13	9	0	3	411113000	1	0
H?AFEps	9	12	9	1	4	411113002	1	0
H?AFEp[	9	12	9	1	4	411113002	1	0
H?AFEo{	9	12	9	1	4	441113002	1	0
H?AFEp{	9	13	9	1	3	411113002	1	0
H?AFEo]	9	12	9	2	3	111330024	1	0
H?AFBpw	9	12	9	0	4	311113000	1	0
H?AFBrw	9	13	9	0	3	411113000	1	0
H?AFBps	9	12	9	1	4	311114200	1	0
H?AFBp{	9	13	9	1	3	311114200	1	0
H?AFBo]	9	12	9	2	3	411333024	1	0
H?AFFrw	9	14	9	0	2	411113000	1	0
H?AFFp{	9	14	9	1	2	411113002	1	0
H?AFBJ_	9	10	9	1	3	000333111	1	0
H?AFBJo	9	11	9	1	4	111333000	1	0
H?AFBJW	9	11	9	1	5	111330002	1	0
H?AFBHw	9	11	9	1	5	311333000	1	0
H?AFBJw	9	12	9	1	4	111330002	1	0
H?AFBGZ	9	11	9	1	3	111331004	1	0
H?AFAjo	9	11	9	1	4	144422030	1	0
H?AFAjg	9	11	9	1	4	411313020	1	0
H?AFAjW	9	11	9	1	5	141412030	1	0
H?AFAiw	9	11	9	1	5	141412030	1	0
H?AFAhw	9	11	9	1	5	414113020	1	0
H?AFAjw	9	12	9	1	4	141412030	1	0
H?AFBjw	9	13	9	1	3	411113020	1	0
H?AFBhs	9	12	9	1	3	311134200	1	0
H?AFBhk	9	12	9	1	4	311114200	1	0
H?AFBh{	9	13	9	1	3	311114200	1	0
H?AF?zo	9	11	9	1	4	111442230	1	0
H?AF?zW	9	11	9	1	4	111442230	1	0
H?AF?xw	9	11	9	1	4	311444230	1	0
H?AF?zw	9	12	9	1	3	111442230	1	0
H?AF?w]	9	11	9	0	2	333000211	1	0
H?AFAxw	9	12	9	1	4	311114200	1	0
H?AFAzw	9	13	9	1	3	411113020	1	0
H?AFAxs	9	12	9	1	4	311114200	1	0
H?AFAx[	9	12	9	1	3	313114200	1	0
H?AFAw{	9	12	9	1	4	244111300	1	0
H?AFAx{	9	13	9	1	3	311114200	1	0
H?AFAw]	9	12	9	1	3	333111400	1	0
H?AFBx{	9	14	9	1	2	311114200	1	0
H?AF?~w	9	13	9	2	2	444111320	1	0
H?ABfB_	9	10	9	0	3	000333111	1	0
H?ABfBo	9	11	9	0	3	111133000	1	0
H?ABfBg	9	11	9	0	4	111333000	1	0
H?ABfBW	9	11	9	0	5	111133000	1	0
H?ABf@w	9	11	9	0	4	311133000	1	0
H?ABfBw	9	12	9	0	4	111133000	1	0
H?ABf@s	9	11	9	1	4	311133000	1	0
H?ABf@k	9	11	9	1	4	311144220	1	0
H?ABf@[	9	11	9	1	4	411133002	1	0
H?ABf@{	9	12	9	1	3	411133002	1	0
H?ABf?N	9	11	9	0	3	144422001	1	0
H?ABb`o	9	10	9	0	1	300033111	1	0
H?ABbbo	9	11	9	0	2	311133000	1	0
H?ABbbg	9	11	9	0	3	311133002	1	0
H?ABb`w	9	11	9	0	2	311133000	1	0
H?ABbbw	9	12	9	0	2	311133002	1	0
H?ABbaJ	9	11	9	0	2	311133004	1	0
H?ABfbo	9	12	9	0	2	111133000	1	0
H?ABfbw	9	13	9	0	3	111133000	1	0
H?ABf`s	9	12	9	1	3	311133000	1	0
H?ABf`{	9	13	9	1	2	411133002	1	0
H?ABeRo	9	11	9	0	4	144422020	1	0
H?ABeRg	9	11	9	0	4	144242300	1	0
H?ABeQw	9	11	9	0	5	144412300	1	0
H?ABePw	9	11	9	0	5	311113000	1	0
H?ABeRw	9	12	9	0	4	411113000	1	0
H?ABeOs	9	10	9	1	5	311134020	1	0
H?ABePs	9	11	9	1	4	311134020	1	0
H?ABeOk	9	10	9	1	6	441113002	1	0
H?ABePk	9	11	9	1	5	311114020	1	0
H?ABeO{	9	11	9	1	5	311114020	1	0
H?ABeP{	9	12	9	1	4	311114020	1	0
H?ABeOt	9	11	9	1	4	442240301	1	0
H?ABbRo	9	11	9	0	4	311133000	1	0
H?ABbQW	9	10	9	0	6	244442000	1	0
H?ABbRW	9	11	9	0	5	311113000	1	0
H?ABbPw	9	11	9	0	3	311113000	1	0
H?ABbRw	9	12	9	0	4	311113000	1	0
H?ABfRo	9	12	9	0	4	111133000	1	0
H?ABfRg	9	12	9	0	3	144242300	1	0
H?ABfRW	9	12	9	0	4	411113000	1	0
H?ABfRw	9	13	9	0	3	411113000	1	0
H?ABfPs	9	12	9	1	3	311134020	1	0
H?ABfPk	9	12	9	1	4	411113002	1	0
H?ABfP[	9	12	9	1	4	414113002	1	0
H?ABfP{	9	13	9	1	3	311114020	1	0
H?ABbro	9	12	9	0	3	311133000	1	0
H?ABbrg	9	12	9	0	4	311113000	1	0
H?ABbpw	9	12	9	0	2	311113000	1	0
H?ABbrw	9	13	9	0	3	311113000	1	0
H?ABfrw	9	14	9	0	2	411113000	1	0
H?ABfp{	9	14	9	1	2	411113002	1	0
H?AFfbw	9	14	9	0	2	111133000	1	0
H?AFf`s	9	13	9	1	2	411133002	1	0
H?AFf`k	9	13	9	1	2	411133002	1	0
H?AFf`{	9	14	9	1	1	411133002	1	0
H?AFfRw	9	14	9	0	2	411113000	1	0
H?AFfP[	9	13	9	1	3	411113002	1	0
H?AFfP{	9	14	9	1	2	411113002	1	0
H?AFfrw	9	15	9	0	1	411113000	1	0
H?AFfp{	9	15	9	1	1	411113002	1	0
H?AFbjg	9	13	9	1	3	411113020	1	0
H?AFbjw	9	14	9	1	2	411113020	1	0
H?AFbZw	9	14	9	1	2	411113020	1	0
H?AFbx{	9	15	9	1	1	311114200	1	0
H?ABvbo	9	13	9	0	2	311144022	1	0
H?ABvbg	9	13	9	0	3	411113000	1	0
H?ABvbw	9	14	9	0	2	411113000	1	0
H?ABv`s	9	13	9	1	3	411113002	1	0
H?ABv`k	9	13	9	1	3	411413002	1	0
H?ABv`{	9	14	9	1	2	311114020	1	0
H?ABrro	9	13	9	0	3	311113000	1	0
H?ABrpw	9	13	9	0	1	311113000	1	0
H?ABrrw	9	14	9	0	2	311113000	1	0
H?ABvrw	9	15	9	0	1	411113000	1	0
H?ABvp{	9	15	9	1	1	411113002	1	0
H?AFvrw	9	16	9	0	0	411113000	1	0
H?AFvp{	9	16	9	1	0	411113002	1	1
H?BE@b_	9	9	9	0	3	003331131	1	0
H?BE@_o	9	8	9	0	4	002224422	1	0
H?BE@ao	9	9	9	0	5	330002200	1	0
H?BE@bo	9	10	9	0	4	114422200	1	0
H?BE@bG	9	9	9	0	3	003331131	1	0
H?BE@bg	9	10	9	0	4	113330030	1	0
H?BE@_w	9	9	9	0	5	224441100	1	0
H?BE@aw	9	10	9	0	4	114442200	1	0
H?BE@bw	9	11	9	0	3	113330022	1	0
H?BE@b@	9	9	9	0	3	003331121	1	0
H?BE@aH	9	9	9	0	5	331114401	1	0
H?BE@bH	9	10	9	0	4	113330030	1	0
H?BEFbo	9	12	9	0	2	002224411	1	0
H?BEFbw	9	13	9	0	1	113330022	1	0
H?BEF_u	9	12	9	2	2	003331142	1	0
H?BEF_m	9	12	9	1	2	003331142	1	0
H?BEF_}	9	13	9	2	1	003331142	1	0
H?BE@r_	9	10	9	0	3	003331141	1	0
H?BE@ro	9	11	9	0	3	114442200	1	0
H?BE@ow	9	10	9	0	4	224441100	1	0
H?BE@qw	9	11	9	0	3	441113300	1	0
H?BE@rw	9	12	9	0	2	114442200	1	0
H?BEDpw	9	12	9	0	2	114442200	1	0
H?BEDrw	9	13	9	0	1	441113300	1	0
H?BEDo{	9	12	9	1	2	331114420	1	0
H?BEDou	9	12	9	1	2	331114420	1	0
H?BEDo}	9	13	9	1	1	331114420	1	0
H?BEFrw	9	14	9	0	0	441113300	1	0
H?BEFo}	9	14	9	2	0	331114420	1	1
H?BDBB_	9	9	9	0	3	000331111	1	0
H?BDBBO	9	9	9	0	5	003331111	1	0
H?BDBBo	9	10	9	0	4	111330000	1	0
H?BDBBW	9	10	9	0	4	111442220	1	0
H?BDBBw	9	11	9	0	3	111330002	1	0
H?BDB?s	9	9	9	1	6	330030331	1	0
H?BDB?{	9	10	9	1	6	001331002	1	0
H?BDF@w	9	11	9	0	3	000331114	1	0
H?BDFBw	9	12	9	0	2	111330002	1	0
H?BDF?{	9	11	9	1	5	000331112	1	0
H?BDAb_	9	9	9	0	4	000331131	1	0
H?BDA_o	9	8	9	0	6	000224422	1	0
H?BDAao	9	9	9	0	5	030331131	1	0
H?BDAbo	9	10	9	0	5	111330030	1	0
H?BDAbG	9	9	9	0	5	003331111	1	0
H?BDAbg	9	10	9	0	5	111330030	1	0
H?BDA_w	9	9	9	0	6	224442220	1	0
H?BDAaw	9	10	9	0	5	114442220	1	0
H?BDAbw	9	11	9	0	4	113330002	1	0
H?BDA_s	9	9	9	1	6	113330331	1	0
H?BDA_{	9	10	9	1	6	003331002	1	0
